,clean_tweet,label,agreement,emotion
5306,"('tuning', 'premiere', 'watch')",0.0,0.6666666666666666,neutral
2098,"('stephanie', 'messenger', 'lives', 'brisbane', 'queensland', 'australia', 'says', 'measles', 'eliminated')",0.0,1.0,neutral
5521,"('preventable', 'amp', 'treatable', 'measles', 'malaria', 'amp', 'diarrhea', 'biggest', 'killers', 'children')",0.0,0.6666666666666666,neutral
1851,"('flu', 'scare', 'increasing', 'demand', 'vaccine', 'flu', 'scare', 'continuing', 'grow', 'across', 'country')",0.0,0.6666666666666666,neutral
636,"('vaccinated', 'student', 'mmr', 'photo', 'credit', 'shannon', 'university', 'san', 'diego')",1.0,1.0,positive
7207,"('pence', 'urges', 'hoosier', 'families', 'vaccinate', 'kids', 'measles', 'spreads', 'indianapolis', 'statement', 'released', 'tuesday')",1.0,1.0,positive
7103,"('mercury', 'vaccines', 'childhood', 'vaccinations', 'mercury', 'causes', 'neurotoxicity', 'humans', 'especially', 'fetuses', 'small', 'infants')",-1.0,1.0,negative
2985,"('taken', 'aborted', 'babies', 'put', 'vaccines')",-1.0,0.6666666666666666,negative
4829,"('wait', 'wait', 'thought', 'causing', 'autism', 'now', 'sure')",1.0,0.6666666666666666,positive
3160,"('swag', 'sick', 'nigga', 'got', 'measles')",0.0,1.0,neutral
8240,"('vaccinating', 'kids', 'topic', 'san', 'diego', 'pediatricians', 'meeting', 'unvaccinated', 'children', 'will', 'one', 'topics')",0.0,1.0,neutral
1168,"('stop', 'blaming', 'first', 'now', 'diseasesbrought', 'ancestors')",0.0,1.0,neutral
5696,"('aint', 'illest', 'nigga', 'imma', 'new', 'vaccine', 'really', 'lik', 'poison', 'new', 'jack', 'swing')",0.0,1.0,neutral
1547,"('people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'improves', 'overall', 'health', 'must', 'immortal')",0.0,1.0,neutral
829,"('dont', 'understand', 'people', 'cant', 'vaccinate', 'kids')",1.0,1.0,positive
1843,"('vaccinated', 'child', 'abuse', 'amp', 'incredibly', 'ignorant', 'hope', 'learned', 'situation', 'created')",1.0,1.0,positive
4595,"('fuck', 'vaccinating', 'kids', 'smh', 'hope', 'child', 'services', 'takes', 'ur', 'kid', 'away', 'obvi', 'stupid', 'raise')",1.0,1.0,positive
4602,"('vaccinating', 'kids', 'child', 'endangerment', 'plain', 'simple', 'children')",1.0,1.0,positive
6285,"('listening', 'vaccines', 'went', 'straight', 'jt', 'now', 'know', 'inside', 'crazy', 'brain')",0.0,0.6666666666666666,neutral
5504,"('talking', 'patient', 'safety', 'amp', 'medical', 'mistakes', 'level', 'immunity', 'better', 'solution')",0.0,1.0,neutral
9397,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,1.0,neutral
1175,"('tnf', 'inhibitors', 'measles')",0.0,1.0,neutral
9077,"('current', 'outbreak', 'diseases', 'think', 'prudent', 'cut', 'immunization', 'budget')",1.0,0.6666666666666666,positive
8879,"('bart', 'measles', 'alert', 'riders', 'may', 'exposed', 'bart', 'officials', 'warned', 'riders', 'wednesday', 'may')",0.0,1.0,neutral
8041,"('mofos', 'wont', 'kids', 'vaccinated', 'scared', 'death', 'ebola')",1.0,1.0,positive
7376,"('cant', 'imagine', 'd', 'number', 'poor', 'kids', 'lose', 'daily', 'malaria', 'measles', 'malnutrition', 'etc', 'stronger', 'primary', 'health', 'care', 'will')",1.0,1.0,positive
5694,"('according', 'cdc', 'years', 'vaccine', 'effective', 'getting', 'one')",-1.0,1.0,negative
2366,"('use', 'love', 'slide', 'puzzles', 'kid', 'guess', 'spencer')",0.0,1.0,neutral
9799,"('juss', 'gott', 'news', 'stanky', 'butt', 'gott', 'measles', 'bless', 'heart')",0.0,1.0,neutral
4283,"('wow', 'problematic', 'study', 'terrible', 'way', 'try', 'change', 'antivaxxers', 'attitudes', 'towards', 'linking', 'amp')",-1.0,1.0,negative
4779,"('yup', 'whooping', 'cough', 'grand', 'time', 'reasons', 'one', 'vaccinate', 'kids')",1.0,0.6666666666666666,positive
7136,"('extremely', 'well', 'presented', 'video', 'fallacious', 'idea', 'vaccines', 'cause', 'autism', 'rt', 'watch')",1.0,1.0,positive
4418,"('aside', 'dont', 'vaccinate', 'kids', 'cant', 'friends', 'mine', 'neither')",1.0,1.0,positive
5647,"('another', 'study', 'showing', 'link', 'autism', 'vaccines')",1.0,1.0,positive
7939,"('elb', 'vaccines', 'profit', 'health', 'promise', 'fda', 'wont', 'heal', 'america', 'havent', 'done', 'yet', 'o')",-1.0,1.0,negative
4930,"('sandyhook', 'real', 'wasnt', 'led', 'jews', 'darren', 'wilson', 'murderer', 'amp', 'mmr', 'vax', 'doesnt', 'cause', 'autism')",1.0,1.0,positive
757,"('will', 'people', 'learn', 'vaccines', 'dont', 'cause', 'autism', 'study', 'done', 'yrs', 'ago', 'proven', 'wrong', 'yrs', 'later')",1.0,1.0,positive
3663,"('cias', 'use', 'vaccination', 'program', 'played', 'role', 'shootings', 'several', 'health', 'workers')",1.0,0.6666666666666666,positive
7720,"('unlikely', 'cause', 'autism', 'immunization', 'longer', 'contain', 'mercury')",1.0,1.0,positive
9469,"('ironic', 'greek', 'meaning', 'word', 'pharmaceutical', 'poison', 'seriously', 'thinking', 'opting', 'immunizations', 'kids')",-1.0,0.6666666666666666,negative
6431,"('whoopie', 'say', 'damn', 'vaccinations', 'kids')",1.0,1.0,positive
6412,"('national', 'infant', 'immunization', 'week', 'april', 'thth', 'lets', 'take', 'care', 'little', 'ones')",1.0,0.6666666666666666,positive
7773,"('getting', 'vaccinations', 'health', 'check', 'korea', 'campus', 'health', 'services')",1.0,1.0,positive
1630,"('california', 'measles', 'outbreak', 'cases', 'latest', 'solano', 'county', 'californiacentered', 'measles', 'outbreak')",0.0,0.6666666666666666,neutral
9345,"('itd', 'really', 'awesome', 'jenny', 'mccarthy', 'contracted', 'vaccinepreventable', 'communicable', 'disease', 'hoi', 'polli', 'times', 'square')",1.0,1.0,positive
3241,"('heres', 'us', 'specific', 'data', 'post', 'wakefield', 'uk', 'dropped', 'mmr')",0.0,1.0,neutral
6603,"('seventh', 'measles', 'case', 'diagnosed', 'washington', 'whatcom', 'county', 'man', 'diagnosed', 'measles', 'visiting')",0.0,1.0,neutral
9947,"('silvito', 'el', 'libre', 'measles', 'hit', 'roads', 'usa', 'measles', 'making', 'strong', 'wave', 'attack', 'throughout', 'region')",0.0,1.0,neutral
8864,"('mitt', 'hard', 'time', 'dropping', 'now', 'hes', 'going', 'disneyland', 'micky', 'measles', 'festival', 'im', 'bushfamily', 'snicker')",0.0,1.0,neutral
6571,"('resignation', 'please', 'chair', 'house', 'science', 'tech', 'subcommittee', 'didnt', 'vaccinate', 'kids')",1.0,0.6666666666666666,positive
1305,"('will', 'vaccines', 'protect', 'kids', 'measles', 'comes', 'protecting', 'kids', 'measles', 'outbreak')",0.0,1.0,neutral
7000,"('come', 'parents', 'vaccinate', 'kids', 'rt', 'whooping', 'cough', 'epidemic', 'declared', 'california')",1.0,1.0,positive
9735,"('yeah', 'listening', 'bill', 'gates', 'talk', 'depopulation', 'vaccines', 'feeling', 'conspiracy', 'theorist')",0.0,0.6666666666666666,neutral
3864,"('measles', 'case', 'confirmed', 'coshocton', 'county', 'two', 'suspected', 'via')",0.0,1.0,neutral
3214,"('dont', 'vaccinate', 'kids', 'youre', 'allowed', 'make', 'im', 'afraid', 'ebola', 'scariness', 'comments', 'youre', 'ridiculous')",1.0,1.0,positive
9705,"('meningitis', 'vaccine', 'offered', 'children', 'aged', 'alreadh', 'got', 'england')",1.0,1.0,positive
621,"('dear', 'parents', 'questions', 'asked', 'please', 'kids', 'vaccinated')",1.0,0.6666666666666666,positive
4246,"('stuffconz', 'measles', 'outbreak', 'sparks', 'immunisation', 'rush', 'parents', 'rushing', 'children', 'immunised', 'followin')",0.0,1.0,neutral
5162,"('measles', 'mumps', 'chicken', 'pox', 'didnt', 'whooping', 'cough', 'scary', 'one')",0.0,1.0,neutral
9972,"('free', 'backtoschool', 'events', 'popular', 'weekend', 'need', 'immunization', 'shots', 'highlighted')",1.0,1.0,positive
8841,"('vaccinations', 'dont', 'cause', 'autism')",1.0,0.6666666666666666,positive
331,"('fake', 'dying', 'slow', 'death', 'wit', 'vaccine', 'real', 'eternal', 'healthy', 'dose', 'taken', 'today')",0.0,0.6666666666666666,neutral
4457,"('fact', 'blankets', 'keep', 'safe', 'night', 'dont', 'know', 'definitely', 'immunity', 'something')",0.0,1.0,neutral
5438,"('reasons', 'one', 'vaccinate', 'kids')",-1.0,1.0,negative
6493,"('measles', 'alert', 'metrowest', 'focus')",0.0,0.6666666666666666,neutral
7195,"('august', 'national', 'immunization', 'awareness', 'month', 'find', 'vaccines', 'children', 'stay')",1.0,1.0,positive
1901,"('finding', 'last', 'years', 'combination', 'headneck', 'injury', 'vaccinesworst', 'case', 'scenario', 'asd')",0.0,0.6666666666666666,neutral
5874,"('fascinating', 'pov', 'vaccine', 'distrust', 'gtuser', 'dont', 'parents', 'believe', 'safety', 'vaccines')",0.0,0.6666666666666666,neutral
1202,"('scoffing', 'rdworld', 'reactions', 'ebola', 'remember', 'stworld', 'people', 'arent', 'vaccinating', 'kids', 'measles', 'thing')",1.0,1.0,positive
348,"('whoever', 'ebola', 'vaccine', 'going', 'make', 'lot', 'money', 'amp', 'give', 'thanks', 'cdc')",0.0,1.0,neutral
8432,"('parma', 'high', 'place', 'free', 'blow', 'jobs', 'behinds', 'stairs', 'amp', 'catch', 'measles')",0.0,0.6666666666666666,neutral
5328,"('oh', 'go', 'dr', 'rand', 'paul', 'heard', 'stories', 'vaccines', 'causing', 'autism', 'much', 'science')",1.0,1.0,positive
2539,"('come', 'turn', 'sobs', 'monday', 'charlotte', 'marriott', 'city', 'center')",0.0,1.0,neutral
4302,"('heres', 'pic', 'ass', 'vaccinate', 'kids')",1.0,0.6666666666666666,positive
4078,"('whats', 'problem', 'vaccinating', 'children', 'diseases', 'seems', 'work', 'small', 'pox')",1.0,1.0,positive
7893,"('consultant', 'immunization', 'experts', 'equity', 'focus', 'home', 'based', 'travel', 'united', 'states', 'un', 'childrens', 'fund')",0.0,1.0,neutral
8535,"('kid', 'immunity', 'enhancing', 'facility')",0.0,1.0,neutral
9865,"('measles',)",0.0,1.0,neutral
6983,"('pray', 'goober', 'doesnt', 'measlesshes', 'gonna', 'upset', 'misses', 'school', 'week')",0.0,1.0,neutral
4005,"('nytimes', 'measles', 'perilous', 'preventable')",1.0,0.6666666666666666,positive
8390,"('ive', 'got', 'breaking', 'dead', 'walter', 'white', 'walkerbut', 'super', 'walker', 'talk', 'stuffand', 'vaccine', 'save', 'survivors')",0.0,1.0,neutral
6801,"('yup', 'babies', 'young', 'vaccinated', 'sick', 'bc', 'grownups', 'opt', 'public', 'health')",1.0,1.0,positive
2040,"('mmr',)",0.0,1.0,neutral
4343,"('yes', 'destruction', 'seems', 'senseless', 'lets', 'go', 'back', 'measles')",0.0,0.6666666666666666,neutral
8409,"('measles', 'roughly', 'times', 'contagious', 'ebola', 'lets', 'keep', 'perspective')",0.0,0.6666666666666666,neutral
128,"('vaccine', 'will', 'injure', 'tens', 'thousands')",-1.0,1.0,negative
3148,"('arizona', 'cardiologist', 'responds', 'critics', 'regarding', 'measles', 'vaccines', 'via')",0.0,1.0,neutral
4467,"('born', 'considered', 'immune', 'measles', 'even', 'though', 'may', 'never', 'disease')",0.0,0.6666666666666666,neutral
377,"('vaccine', 'truth')",0.0,0.6666666666666666,neutral
2289,"('co', 'signed', 'antivaxx', 'kills', 'religious', 'exemption', 'vaccination', 'requirements')",1.0,1.0,positive
8123,"('berkeley', 'city', 'council', 'send', 'letter', 'support', 'vaccination', 'exemption', 'bill', 'berkeley', 'city', 'council', 'will', 'send')",0.0,0.6666666666666666,neutral
1537,"('went', 'messed', 'around', 'got', 'another')",0.0,1.0,neutral
7472,"('fuck', 'vaccinate', 'kids', 'youre', 'qualified', 'make', 'claims', 'vaccines', 'arent', 'good')",1.0,1.0,positive
2844,"('irony', 'even', 'vaccines', 'gave', 'kids', 'autism', 'dont', 'theyd', 'still', 'better', 'contributors', 'society', 'dumb', 'ass', 'parents')",1.0,1.0,positive
898,"('measles', 'outbreak', 'brings', 'new', 'guidelines', 'ohio', 'healthcare', 'workers', 'state', 'making', 'sure', 'healthcare')",0.0,1.0,neutral
3856,"('sb', 'enroll', 'meningococcal', 'diseasepupils', 'immunized', 'recommended', 'age')",0.0,0.6666666666666666,neutral
4025,"('st', 'obama', 'gave', 'us', 'ebola', 'now', 'measles', 'will', 'everything', 'destroy', 'country')",0.0,0.6666666666666666,neutral
912,"('measles', 'everywhere', 'rt')",0.0,1.0,neutral
7681,"('prevent', 'kids')",1.0,1.0,positive
3022,"('ap', 'montana', 'schools', 'missing', 'vaccine', 'benchmark', 'data', 'shows')",0.0,1.0,neutral
5385,"('madison', 'martin', 'margiela', 'hampm', 'long', 'dress', 'size', 'reddz', 'price')",0.0,1.0,neutral
5793,"('free', 'flu', 'shots', 'nj', 'clinic', 'cape', 'may', 'county', 'health', 'department', 'gave', 'away', 'free', 'flu', 'vaccines', 'people')",1.0,0.6666666666666666,positive
7016,"('thats', 'insane', 'risks', 'child', 'contracting', 'measles', 'amp', 'dying', 'far', 'worse', 'risks', 'vaccinating')",1.0,1.0,positive
1427,"('prevents', 'growth', 'causing', 'microorganisms')",0.0,1.0,neutral
1040,"('infants', 'illinois', 'day', 'care', 'diagnosed', 'measles')",0.0,1.0,neutral
9591,"('dont', 'vaccinate', 'kids')",-1.0,0.6666666666666666,negative
538,"('measles', 'health', 'alert', 'california', 'due', 'unvaccinated', 'child', 'riverside', 'county')",0.0,0.6666666666666666,neutral
2139,"('para', 'nada', 'majo', 'que', 'desde', 'que', 'te', 'comenzado', 'seguir', 'es', 'sin', 'tus', 'tuits')",0.0,1.0,neutral
5041,"('cant', 'believe', 'mmr', 'used', 'plat', 'iii', 'now', 'gold', 'iv')",0.0,1.0,neutral
4529,"('mt', 'science', 'clear', 'earth', 'round', 'sky', 'blue', 'lets', 'protect', 'kids')",1.0,1.0,positive
7704,"('vaccineautism', 'court', 'document', 'every', 'american', 'read', 'via')",-1.0,0.6666666666666666,negative
2730,"('california', 'health', 'officials', 'say', 'confirmed', 'measles', 'cases', 'state', 'thats', 'fantastic')",0.0,0.6666666666666666,neutral
7538,"('kings', 'leon', 'concertgoers', 'may', 'exposed', 'measles', 'reason', 'avoid', 'kings', 'leon')",0.0,1.0,neutral
8610,"('dreamt', 'measles', 'epidemic', 'passed')",0.0,1.0,neutral
9129,"('highly', 'contagious', 'disease', 'health', 'officials', 'urge', 'community', 'vaccinated', 'free', 'clinics', 'doctors')",1.0,0.6666666666666666,positive
2846,"('gave', 'vaccinations', 'triggers', 'autismampstunt', 'growth', 'chicken', 'pox', 'cant', 'travel', 'west', 'claim', 'wealth')",-1.0,1.0,negative
6191,"('dont', 'care', 'kid', 'vaccinated', 'will', 'fine', 'nut', 'balls', 'worry')",1.0,0.6666666666666666,positive
3145,"('chart', 'proves', 'effective', 'site', 'u', 'linked')",1.0,1.0,positive
3688,"('measles', 'vs', 'round')",0.0,1.0,neutral
8693,"('outbreak', 'nationwide', 'continues', 'grow', 'according', 'cdc', 'reports')",0.0,1.0,neutral
7956,"('watch', 'video', 'breakthrough', 'vaccine', 'prevent', 'childhood', 'cancer', 'pretty', 'damn', 'cool')",1.0,1.0,positive
8101,"('fact', 'blankets', 'keep', 'safe', 'night', 'dont', 'know', 'definitely', 'immunity', 'something')",0.0,0.6666666666666666,neutral
4940,"('measles',)",0.0,1.0,neutral
8310,"('benefits', 'music', 'stress', 'relief', 'boost', 'immunity', 'reduce', 'heart', 'disease', 'enhances', 'emotional', 'strength', 'boost', 'self', 'esteem')",0.0,1.0,neutral
873,"('truth',)",1.0,0.6666666666666666,positive
1616,"('stupid', 'people', 'think', 'mmr', 'shot', 'makes', 'much', 'money', 'leading', 'vast', 'conspiracy')",0.0,0.6666666666666666,neutral
7721,"('nice', 'commentary', 'ongoing', 'measles', 'outbreak', 'traced', 'back', 'disneyland')",0.0,1.0,neutral
2246,"('ebola', 'vaccines', 'pass', 'initial', 'safety', 'tests', 'new', 'york', 'times')",0.0,0.6666666666666666,neutral
8246,"('rt', 'protect', 'season', 'stay', 'vaccinated')",1.0,1.0,positive
9095,"('mt', 'measles', 'scare', 'canada', 'important', 'word', 'scare', 'informing', 'parents', 'better', 'scaring')",1.0,1.0,positive
9714,"('pros', 'cons', 'vaccinating', 'children')",0.0,1.0,neutral
3545,"('outbreak', 'measles', 'date', 'age', 'good', 'time', 'stress', 'importance')",1.0,1.0,positive
4182,"('wtg', 'parents', 'decided', 'vaccinate', 'kids', 'measle', 'outbreaks', 'chicago')",1.0,1.0,positive
4023,"('parents', 'opting', 'vaccinate', 'kids', 'kids', 'opting', 'sick', 'seriously', 'vaccinate')",1.0,0.6666666666666666,positive
9177,"('vaccinate', 'kids', 'im', 'pretty', 'sure', 'everyone', 'east', 'got', 'course', 'kids')",1.0,0.6666666666666666,positive
1059,"('children', 'amp', 'completely', 'date', 'vaccines', 'im', 'questioning', 'meningitis', 'son')",1.0,1.0,positive
2774,"('shouldnt', 'worry', 'measles')",0.0,0.6666666666666666,neutral
6180,"('parents', 'opting', 'immunizing', 'kids', 'protecting', 'child', 'brainer', 'parents', 'debate')",1.0,1.0,positive
3579,"('everyone', 'posting', 'measles', 'days', 'love', 'intractable', 'debates')",-1.0,0.6666666666666666,negative
9808,"('first', 'case', 'measles', 'reported', 'contra', 'costa', 'bart', 'riders', 'may', 'exposed')",0.0,1.0,neutral
5053,"('measles', 'mumps', 'going', 'around')",0.0,0.6666666666666666,neutral
4194,"('whats', 'measles', 'tho', 'jamaican', 'band')",0.0,1.0,neutral
2167,"('another', 'study', 'finds', 'link', 'mmr', 'vaccine', 'autism')",1.0,1.0,positive
1698,"('sad', 'drawn', 'suspicion', 'vaccine', 'campaigns', 'bombing', 'childrens', 'vaccine', 'clinics', 'beyond', 'insane')",0.0,0.6666666666666666,neutral
5914,"('doctor', 'amp', 'patient', 'said', 'kid', 'wasnt', 'getting', 'vaccinations', 'id')",1.0,1.0,positive
5892,"('health', 'officials', 'investigating', 'rare', 'adult', 'measles', 'case', 'dallas', 'yearold', 'man')",0.0,1.0,neutral
8828,"('good', 'joke', 'seriously', 'avi', 'sunlight', 'around', 'measles', 'thanks', 'judging')",0.0,1.0,neutral
8481,"('next', 'will', 'mandatory', 'vaccinated', 'cat', 'children')",-1.0,0.3333333333333333,negative
4635,"('ebola', 'scare', 'nyc', 'ridiculous', 'anyone', 'eaten', 'nyc', 'hotdog', 'enough', 'immunities', 'prevent', 'plague')",0.0,0.6666666666666666,neutral
4031,"('black', 'babies', 'video', 'cdc', 'responds', 'admits', 'omitting', 'vaccine', 'data')",-1.0,0.6666666666666666,negative
5811,"('every', 'child', 'different', 'says', 'jenny', 'mccarthy', 'slams', 'vaccination', 'critics', 'new', 'column')",-1.0,0.6666666666666666,negative
8233,"('thanks', 'mont', 'twnshp', 'pd', 'taking', 'care', 'mmr', 'doggone', 'lucky')",0.0,1.0,neutral
340,"('teaching', 'kiddos', 'stay', 'healthy', 'winter', 'immuniteaclove', 'cinnamon', 'make')",0.0,0.6666666666666666,neutral
7067,"('vaccinate', 'kids')",1.0,0.6666666666666666,positive
7499,"('shit', 'im', 'supposed', 'scared', 'measles', 'isis', 'ebola', 'im', 'drinking', 'lucky', 'heart', 'attack')",0.0,1.0,neutral
3532,"('used', 'parents', 'vaccinating', 'kids', 'now', 'almost', 'cruel', 'vaccinate', 'fucking', 'child')",1.0,1.0,positive
7778,"('poison', 'intentionally', 'put', 'vaccinesto', 'keep', 'america', 'world', 'number', 'super', 'power')",-1.0,1.0,negative
9505,"('andy', 'dr', 'believes', 'research', 'needed', 'refine', 'harmful', 'ingredients', 'vaccines')",-1.0,0.6666666666666666,negative
9520,"('bad', 'immunizations', 'give', 'babies', 'see', 'point')",1.0,0.6666666666666666,positive
2898,"('mandatory', 'cooties', 'vaccinations')",0.0,1.0,neutral
1825,"('state', 'waiting', 'feds', 'providing', 'vaccines', 'child', 'detainees', 'light', 'recent', 'surge', 'undocumented')",0.0,1.0,neutral
7554,"('yall', 'keep', 'slowing', 'oregon', 'trail', 'jaime', 'stop', 'getting', 'measles', 'greg', 'gets', 'typhoid', 'anymore')",0.0,1.0,neutral
9558,"('countries', 'active', 'measles', 'africa', 'amp', 'asia', 'americas', 'disneyland', 'source', 'overseas')",0.0,1.0,neutral
2850,"('news', 'isnt', 'saying', 'vaccineautism', 'studies')",-1.0,0.6666666666666666,negative
4405,"('measles', 'vaccine', 'school', 'starting', 'monday', 'vigo', 'county', 'students', 'vigo', 'county', 'schools', 'will', 'allow', 'students')",0.0,1.0,neutral
1907,"('measles', 'killed', 'kids', 'car', 'accidents', 'aids', 'via')",1.0,0.6666666666666666,positive
6797,"('human', 'testing', 'vaccine', 'scared', 'live', 'virus', 'level', 'suits')",-1.0,0.6666666666666666,negative
4906,"('community', 'briefing', 'travis', 'county', 'health', 'department', 'offers', 'meningitis', 'vaccine', 'input', 'sought', 'round', 'rock', 'summer')",0.0,0.6666666666666666,neutral
9930,"('got', 'whooping', 'cough', 'vaccine', 'told', 'husband', 'needed', 'one', 'prevent', 'baby', 'getting', 'response')",0.0,0.6666666666666666,neutral
6890,"('allergies', 'killing', 'today', 'anderson', 'recreation', 'center')",0.0,0.6666666666666666,neutral
4550,"('son', 'pre', 'vaccine', 'injury')",-1.0,0.6666666666666666,negative
9160,"('santa', 'clara', 'county', 'public', 'health', 'officer', 'says', 'flu', 'death', 'co', 'year', 'old', 'woman', 'pharmacies', 'reporting', 'running', 'vaccine')",0.0,1.0,neutral
2232,"('folks', 'wonder', 'aint', 'dead', 'yet', 'bishop', 'walker', 'says', 'got', 'n', 'ab', 'vaccination')",0.0,0.6666666666666666,neutral
2202,"('lol', 'cant', 'people', 'dont', 'vaccinate', 'children', 'god', 'isnt', 'going', 'save', 'medicine')",1.0,1.0,positive
9509,"('people', 'either', 'dont', 'know', 'dont', 'care', 'vaccines', 'got', 'kids', 'stupid')",1.0,0.6666666666666666,positive
1891,"('getting', 'vaccinations', 'panama', 'missions', 'trip', 'riverview', 'health', 'pavilion')",1.0,1.0,positive
3639,"('scary', 'many', 'people', 'arent', 'vaccinating', 'kids', 'state')",1.0,0.6666666666666666,positive
2695,"('point', 'stop', 'damn', 'selfrighteous', 'immunize', 'children')",1.0,1.0,positive
2762,"('officials', 'possible', 'case', 'measles', 'investigated', 'montgomery', 'county')",0.0,1.0,neutral
7420,"('better', 'prevention', 'study', 'rate', 'alzheimers', 'given', 'mercury', 'aluminum', 'laden', 'annual', 'flu', 'vaccines', 'elderly')",-1.0,0.6666666666666666,negative
5691,"('antivaccine', 'movement', 'giving', 'diseases', 'nd', 'life', 'via')",1.0,0.6666666666666666,positive
2087,"('parent', 'autistic', 'child', 'assure', 'id', 'vaccinate', 'im', 'grown', 'man', 'living', 'dark', 'ages', 'real')",1.0,0.6666666666666666,positive
1120,"('measles', 'spreads', 'antivaccination', 'parents', 'stay', 'mostly', 'silent', 'measles', 'virus', 'spreads', 'many')",0.0,1.0,neutral
3919,"('st', 'confirmed', 'us', 'measles', 'death', 'shows', 'victim', 'likely', 'exposed', 'virus', 'port', 'angeles', 'tribal', 'clinic')",0.0,1.0,neutral
1958,"('remember', 'time', 'went', 'date', 'girl', 'doesnt', 'vaccinate', 'kids', 'yeah', 'awesome')",1.0,1.0,positive
4649,"('hpv', 'vaccine', 'tetanus', 'shot', 'fml', 'im', 'gonna', 'cry', 'little', 'kid')",1.0,0.6666666666666666,positive
2417,"('whats', 'wrong', 'getting', 'measles', 'child', 'baby', 'fine', 'must', 'stay')",-1.0,1.0,negative
9728,"('vaccinate', 'damn', 'children', 'even', 'thing')",1.0,1.0,positive
7650,"('disease', 'come', 'unvaccinated', 'child', 'produce', 'disease', 'vaccinated', 'child')",-1.0,1.0,negative
9113,"('hmman', 'insurance', 'co', 'health', 'community', 'unmemorable', 'actor', 'vaccines', 'wonder', 'one', 'go')",0.0,0.6666666666666666,neutral
4520,"('new', 'mmr', 'study', 'promoting', 'vaccines', 'funded', 'big', 'pharma')",-1.0,0.6666666666666666,negative
8483,"('update', 'tarrant', 'co', 'health', 'dept', 'says', 'cases', 'second', 'week', 'sept', 'outbreak', 'likely', 'total', 'cases', 'far')",0.0,1.0,neutral
6453,"('used', 'dead', 'last', 'vaccinations', 'among', 'states', 'now', 's')",1.0,0.6666666666666666,positive
7215,"('include', 'patriotic', 'part', 'yer', 'kids', 'vaccinated', 'work', 'maybe', 'add', 'national', 'anthem', 'background', 'sound')",1.0,0.6666666666666666,positive
4426,"('parents', 'fear', 'chemicals', 'used', 'bundle', 'vaccine', 'shot', 'cocktail', 'will', 'cause', 'harm')",-1.0,0.6666666666666666,negative
3464,"('seralini', 'andrew', 'wakefield', 'hes', 'fudging', 'data', 'support', 'pet', 'theory', 'stands', 'gain', 'financially')",0.0,0.6666666666666666,neutral
5834,"('baltimore', 'lucky', 'avoid', 'measles', 'health', 'commissioner', 'says', 'hasnt', 'confirmed', 'measles', 'case')",0.0,1.0,neutral
6080,"('love', 'lookin', 'everyone', 'elses', 'progress', 'mmr', 'gives', 'motivation')",0.0,1.0,neutral
154,"('partial', 'agreement', 'measles', 'cases', 'result', 'law', 'large', 'numbers', 'coincidence', 'media', 'obfuscation')",0.0,1.0,neutral
6925,"('worry', 'less', 'ebola', 'measles')",0.0,0.6666666666666666,neutral
1428,"('immunity', 'truthful', 'testimony', 'shes', 'got', 'quite', 'spot', 'fun', 'watch')",0.0,1.0,neutral
662,"('another', 'study', 'proves', 'link', 'autism', 'vaccines', 'child', 'diagnosed', 'autism', 'devastating')",1.0,1.0,positive
2441,"('theres', 'link', 'vaccines', 'childhood', 'autism', 'parents', 'still', 'refuse', 'vaccinate', 'kids')",1.0,1.0,positive
6219,"('indiana', 'cdc', 'push', 'infant', 'vaccinations', 'avon', 'ind', 'ap', 'state', 'national', 'health', 'officials', 'pushing')",1.0,0.6666666666666666,positive
8180,"('cdc', 'vaccine', 'price', 'list', 'update')",0.0,1.0,neutral
4295,"('mal', 'practicemodern', 'vaccinationdestroy', 'infant', 'braincreate', 'autism', 'killers', 'adult', 'criminal', 'minddemons', 'actun', 'acceptableunhealthy')",-1.0,0.6666666666666666,negative
2223,"('uh', 'oh', 'one', 'five', 'millennials', 'thinks', 'vaccines', 'cause', 'autism')",1.0,0.6666666666666666,positive
3649,"('classic', 'measles', 'media', 'parents', 'duped')",0.0,0.6666666666666666,neutral
7796,"('mt', 'englands', 'mmr', 'jabs', 'highest')",0.0,1.0,neutral
8102,"('great', 'article', 'houston', 'chronicle', 'measles')",0.0,0.6666666666666666,neutral
1969,"('doctor', 'paul', 'measles', 'one', 'leading', 'causes', 'permanent', 'eye', 'problems', 'children', 'worldwide')",1.0,0.6666666666666666,positive
7370,"('health', 'vaccinations', 'junk', 'science')",-1.0,0.6666666666666666,negative
1793,"('fascinating', 'stuff', 'seen', 'measles', 'virus', 'uses', 'fight', 'cancer', 'watch', 'vice', 'special', 'cancer')",0.0,1.0,neutral
4077,"('inform', 'urself', 'vaccines', 'cause', 'diseases', 'facts', 'pseudoscience')",1.0,0.6666666666666666,positive
6176,"('vaccinate', 'kids', 'idiots')",1.0,1.0,positive
6268,"('round', 'measles', 'vs', 'cancer', 'stacy', 'erholtz', 'cancer', 'free', 'year', 'doctor', 'armed')",0.0,1.0,neutral
1597,"('flu', 'vaccine', 'effective', 'seniors', 'season', 'yep', 'mom', 'flu', 'wvac')",-1.0,0.6666666666666666,negative
